Date	Team	Opponent	Game	Result	Score	ATS	Spread	OU	Total	
7-Oct-23	Uconn	@ Rice	REG	W	38-31	W	10	O	47.5	
21-Oct-23	Uconn	vs South Florida	REG	L	24-21	L	-1	U	57	
28-Oct-23	Uconn	@ Boston College	REG	L	21-14	W	14.5	U	49	
4-Nov-23	Uconn	@ Tennessee	REG	L	59-3	L	35	O	55	
11-Nov-23	Uconn	@ James Madison	REG	L	44-6	L	25.5	O	48.5	
18-Nov-23	Uconn	vs Sacred Heart	REG	W	31-3	W	-24.5	U	41	
25-Nov-23	Uconn	@ Massachusetts	REG	W	31-18	W	2.5	U	51	
31-Aug-24	UNLV	@ Houston	REG	W	27-7	W	3.5	U	55.5	
7-Sep-24	UNLV	vs Dixie State	REG	W	72-14					
13-Sep-24	UNLV	@ Kansas	REG	W	23-20	W	9	U	57.5	
28-Sep-24	UNLV	vs Fresno State	REG	W	59-14	W	-2.5	O	50.5	
4-Oct-24	UNLV	vs Syracuse	REG	L	44-41	L	-5.5	O	55.5	
11-Oct-24	UNLV	@ Utah State	REG	W	50-34	L	-19	O	67.5	
19-Oct-24	UNLV	@ Oregon State	REG	W	33-25	W	-6.5	U	61	
25-Oct-24	UNLV	vs Boise State	REG	L	29-24	L	4	U	64	
9-Nov-24	UNLV	@ Hawaii	REG	W	29-27	L	-12.5	O	51.5	
16-Nov-24	UNLV	vs San Diego State	REG	W	41-20	L	-21.5	O	54.5	
22-Nov-24	UNLV	@ San Jose State	REG	W	27-16	W	-7.5	U	59.5	
30-Nov-24	UNLV	vs Nevada	REG	W	38-14	W	-17.5	U	54.5	
18-Dec-24	UNLV	vs California	PST	W	24-13	W	-3.5	U	45	
2-Sep-23	UNLV	vs Bryant	REG	W	44-14	W	-16.5	U	66	
9-Sep-23	UNLV	@ Michigan	REG	L	35-7	W	38	U	57.5	
16-Sep-23	UNLV	vs Vanderbilt	REG	W	40-37	W	4.5	O	57.5	
23-Sep-23	UNLV	@ Texas El Paso	REG	W	45-28	W	1	O	49.5	
30-Sep-23	UNLV	vs Hawaii	REG	W	44-20	W	-10.5	O	58.5	
14-Oct-23	UNLV	@ Nevada	REG	W	45-27	W	-7.5	O	51.5	
21-Oct-23	UNLV	vs Colorado State	REG	W	25-23	L	-6.5	U	60	
28-Oct-23	UNLV	@ Fresno State	REG	L	31-24	W	10.5	U	56	
4-Nov-23	UNLV	@ New Mexico	REG	W	56-14	W	-15	O	58	
10-Nov-23	UNLV	vs Wyoming	REG	W	34-14	W	-3	U	48.5	
18-Nov-23	UNLV	@ Air Force	REG	W	31-27	W	3	O	47	
25-Nov-23	UNLV	vs San Jose State	REG	L	37-31	L	-1	O	58	
2-Dec-23	UNLV	vs Boise State	REG	L	44-20	L	2	O	62.5	
26-Dec-23	UNLV	vs Kansas	PST	L	49-36	L	7.5	O	65	
1-Sep-24	USC	@ Louisiana State	REG	W	27-20	W	4	U	66.5	
7-Sep-24	USC	vs Utah State	REG	W	48-0	W	-31.5	U	64.5	
21-Sep-24	USC	@ Michigan	REG	L	27-24	L	-4	O	44	
28-Sep-24	USC	vs Wisconsin	REG	W	38-21	W	-14	O	50.5	
5-Oct-24	USC	@ Minnesota	REG	L	24-17	L	-8.5	U	46	
12-Oct-24	USC	vs Penn State	REG	L	33-30	W	3.5	O	51.5	
19-Oct-24	USC	@ Maryland	REG	L	29-28	L	-7	P	57	
25-Oct-24	USC	vs Rutgers	REG	W	42-20	W	-14	O	57	
2-Nov-24	USC	@ Washington	REG	L	26-21	L	-2	U	55.5	
16-Nov-24	USC	vs Nebraska	REG	W	28-20	W	-6.5	U	51	
23-Nov-24	USC	@ California-Los Angeles	REG	W	19-13	W	-5	U	53	
30-Nov-24	USC	vs Notre Dame	REG	L	49-35	L	7	O	53	
27-Dec-24	USC	vs Texas A&M	PST	W	35-31	W	3.5	O	56.5	
26-Aug-23	USC	vs San Jose State	REG	W	56-28	L	-31	O	66	
2-Sep-23	USC	vs Nevada	REG	W	66-14	W	-38	O	63.5	
9-Sep-23	USC	vs Stanford	REG	W	56-10	W	-28.5	U	70	
23-Sep-23	USC	@ Arizona State	REG	W	42-28	L	-34.5	O	62.5	
30-Sep-23	USC	@ Colorado	REG	W	48-41	L	-21.5	O	74.5	
7-Oct-23	USC	vs Arizona	REG	W	43-41	L	-21	O	69.5	
14-Oct-23	USC	@ Notre Dame	REG	L	48-20	L	3	O	60.5	
21-Oct-23	USC	vs Utah	REG	L	34-32	L	-7.5	O	52	
28-Oct-23	USC	@ California	REG	W	50-49	L	-10	O	67.5	
4-Nov-23	USC	vs Washington	REG	L	52-42	L	3	O	76	
11-Nov-23	USC	@ Oregon	REG	L	36-27	W	16.5	U	78	
18-Nov-23	USC	vs California-Los Angeles	REG	L	38-20	L	-5	U	63	
27-Dec-23	USC	vs Louisville	PST	W	42-28	W	4.5	O	58.5	
31-Aug-24	USF	vs Bethune-Cookman	REG	W	48-3	W	-43.5	U	59.5	
7-Sep-24	USF	@ Alabama	REG	L	42-16	W	30.5	U	64.5	
14-Sep-24	USF	@ Southern Miss	REG	W	49-24	W	-12.5	O	58.5	
21-Sep-24	USF	vs Miami-FL	REG	L	50-15	L	16.5	P	65	
28-Sep-24	USF	@ Tulane	REG	L	45-10	L	4	U	60.5	
12-Oct-24	USF	vs Memphis	REG	L	21-3	L	10	U	60.5	
19-Oct-24	USF	vs Alabama-Birmingham	REG	W	35-25	L	-14	O	55.5	
1-Nov-24	USF	@ Florida Atlantic	REG	W	44-21	W	-1.5	O	48	
9-Nov-24	USF	vs Navy	REG	L	28-7	L	4.5	U	58.5	
16-Nov-24	USF	@ Charlotte	REG	W	59-24	W	1.5	O	53.5	
23-Nov-24	USF	vs Tulsa	REG	W	63-30	W	-17.5	O	60.5	
30-Nov-24	USF	@ Rice	REG	L	35-28	L	-5.5	O	54	
24-Dec-24	USF	@ San Jose State	PST	W	41-39	W	-1	O	66.5	
2-Sep-23	USF	@ Western Kentucky	REG	L	41-24	L	13	U	71.5	
9-Sep-23	USF	vs Florida A&M	REG	W	38-24	L	-20	U	63	
16-Sep-23	USF	vs Alabama	REG	L	17-3	W	34.5	U	61	
23-Sep-23	USF	vs Rice	REG	W	42-29	W	3	O	57.5	
30-Sep-23	USF	@ Navy	REG	W	44-30	W	3.5	O	54	
7-Oct-23	USF	@ Alabama-Birmingham	REG	L	56-35	L	-3	O	68	
14-Oct-23	USF	vs Florida Atlantic	REG	L	56-14	L	-3	O	61	
21-Oct-23	USF	@ Connecticut	REG	W	24-21	W	1	U	57	
4-Nov-23	USF	@ Memphis	REG	L	59-50	W	12.5	O	68	
11-Nov-23	USF	vs Temple	REG	W	27-23	L	-7	U	70	
17-Nov-23	USF	@ Texas-San Antonio	REG	L	49-21	L	14.5	O	66.5	
25-Nov-23	USF	vs Charlotte	REG	W	48-14	W	-7	O	57	
21-Dec-23	USF	@ Syracuse	PST	W	45-0	W	3	U	55.5	
29-Aug-24	Utah	vs Southern Utah	REG	W	49-0	W	-37.5	U	55.5	
7-Sep-24	Utah	vs Baylor	REG	W	23-12	L	-14.5	U	54.5	
14-Sep-24	Utah	@ Utah State	REG	W	38-21	L	-19.5	O	43.5	
21-Sep-24	Utah	@ Oklahoma State	REG	W	22-19	W	1	U	53.5	
28-Sep-24	Utah	vs Arizona	REG	L	23-10	L	-7.5	U	47	
11-Oct-24	Utah	@ Arizona State	REG	L	27-19	L	-6	U	46.5	
19-Oct-24	Utah	vs Texas Christian	REG	L	13-7	L	-3	U	52	
26-Oct-24	Utah	@ Houston	REG	L	17-14	L	-4.5	U	36.5	
9-Nov-24	Utah	vs Brigham Young	REG	L	22-21	W	3	O	40.5	
16-Nov-24	Utah	@ Colorado	REG	L	49-24	L	13.5	O	43.5	
23-Nov-24	Utah	vs Iowa State	REG	L	31-28	W	6.5	O	42.5	
29-Nov-24	Utah	@ Central Florida	REG	W	28-14	W	10	U	46	
31-Aug-23	Utah	vs Florida	REG	W	24-11	W	-5.5	U	44.5	
9-Sep-23	Utah	@ Baylor	REG	W	20-13	P	-7	U	45.5	
16-Sep-23	Utah	vs Weber State	REG	W	31-7	L	-27.5	U	45	
23-Sep-23	Utah	vs California-Los Angeles	REG	W	14-7	W	-3.5	U	50.5	
29-Sep-23	Utah	@ Oregon State	REG	L	21-7	L	4	U	43	
14-Oct-23	Utah	vs California	REG	W	34-14	W	-9.5	O	43	
21-Oct-23	Utah	@ Southern California	REG	W	34-32	W	7.5	O	52	
28-Oct-23	Utah	vs Oregon	REG	L	35-6	L	6.5	U	47.5	
4-Nov-23	Utah	vs Arizona State	REG	W	55-3	W	-10	O	39	
11-Nov-23	Utah	@ Washington	REG	L	35-28	W	9	O	49	
18-Nov-23	Utah	@ Arizona	REG	L	42-18	L	2.5	O	47	
25-Nov-23	Utah	vs Colorado	REG	W	23-17	L	-21	U	43	
23-Dec-23	Utah	@ Northwestern	PST	L	14-7	L	-7	U	44	
31-Aug-24	Utah State	vs Robert Morris	REG	W	36-14	L	-35	U	59.5	
7-Sep-24	Utah State	@ Southern California	REG	L	48-0	L	31.5	U	64.5	
14-Sep-24	Utah State	vs Utah	REG	L	38-21	W	19.5	O	43.5	
21-Sep-24	Utah State	@ Temple	REG	L	45-29	L	-6.5	O	53.5	
5-Oct-24	Utah State	@ Boise State	REG	L	62-30	L	28	O	66.5	
11-Oct-24	Utah State	vs Nevada-Las Vegas	REG	L	50-34	W	19	O	67.5	
19-Oct-24	Utah State	vs New Mexico	REG	L	50-45	L	1	O	78.5	
26-Oct-24	Utah State	@ Wyoming	REG	W	27-25	L	-2.5	U	57	
9-Nov-24	Utah State	@ Washington State	REG	L	49-28	L	20.5	O	68.5	
16-Nov-24	Utah State	vs Hawaii	REG	W	55-10	W	2.5	O	62	
23-Nov-24	Utah State	vs San Diego State	REG	W	41-20	W	-5.5	O	60	
29-Nov-24	Utah State	@ Colorado State	REG	L	42-37	P	5	O	57	
2-Sep-23	Utah State	@ Iowa	REG	L	24-14	W	24	U	43.5	
9-Sep-23	Utah State	vs Idaho State	REG	W	78-28	W	-24	O	61	
15-Sep-23	Utah State	@ Air Force	REG	L	39-21	L	9	O	45.5	
23-Sep-23	Utah State	vs James Madison	REG	L	45-38	L	5.5	O	53	
30-Sep-23	Utah State	@ Connecticut	REG	W	34-33	L	-4	O	50.5	
7-Oct-23	Utah State	vs Colorado State	REG	W	44-24	W	3	O	62	
13-Oct-23	Utah State	vs Fresno State	REG	L	37-32	W	5.5	O	56	
21-Oct-23	Utah State	@ San Jose State	REG	L	42-21	L	4	U	65	
4-Nov-23	Utah State	@ San Diego State	REG	W	32-24	W	-2.5	P	56	
11-Nov-23	Utah State	vs Nevada	REG	W	41-24	W	-14.5	O	54.5	
18-Nov-23	Utah State	vs Boise State	REG	L	45-10	L	5	U	63.5	
24-Nov-23	Utah State	@ New Mexico	REG	W	44-41	L	-4.5	O	59	
23-Dec-23	Utah State	vs Georgia State	PST	L	45-22	L	-2	O	58.5	
31-Aug-24	UTEP	@ Nebraska	REG	L	40-7	L	27.5	U	48.5	
7-Sep-24	UTEP	vs Southern Utah	REG	L	27-24	L	-6.5	U	55.5	
14-Sep-24	UTEP	@ Liberty	REG	L	28-10	W	24	U	57.5	
21-Sep-24	UTEP	@ Colorado State	REG	L	27-17	L	9	U	48.5	
3-Oct-24	UTEP	vs Sam Houston State	REG	L	41-21	L	10	O	49.5	
10-Oct-24	UTEP	@ Western Kentucky	REG	L	44-17	L	19.5	O	56	
16-Oct-24	UTEP	vs Florida International	REG	W	30-21	W	7	O	47	
22-Oct-24	UTEP	@ Louisiana Tech	REG	L	14-10	W	6.5	U	49	
2-Nov-24	UTEP	vs Middle Tennessee	REG	L	20-13	L	-2	U	48	
9-Nov-24	UTEP	vs Kennesaw State	REG	W	43-35	W	-4.5	O	42.5	
23-Nov-24	UTEP	@ Tennessee	REG	L	56-0	L	41.5	O	54.5	
30-Nov-24	UTEP	@ New Mexico State	REG	W	42-35	W	3	O	51.5	
26-Aug-23	UTEP	@ Jacksonville State	REG	L	17-14	L	-1.5	U	54.5	
2-Sep-23	UTEP	vs Incarnate Word	REG	W	28-14	W	-7.5	U	57.5	
9-Sep-23	UTEP	@ Northwestern	REG	L	38-7	L	1	O	39.5	
16-Sep-23	UTEP	@ Arizona	REG	L	31-10	L	18	U	57.5	
23-Sep-23	UTEP	vs Nevada-Las Vegas	REG	L	45-28	L	-1	O	49.5	
29-Sep-23	UTEP	vs Louisiana Tech	REG	L	24-10	L	1.5	U	49.5	
11-Oct-23	UTEP	@ Florida International	REG	W	27-14	W	3.5	U	42.5	
18-Oct-23	UTEP	vs New Mexico State	REG	L	28-7	L	3	U	48.5	
25-Oct-23	UTEP	@ Sam Houston State	REG	W	37-34	W	4	O	38.5	
4-Nov-23	UTEP	vs Western Kentucky	REG	L	21-13	W	9.5	U	54	
18-Nov-23	UTEP	@ Middle Tennessee	REG	L	34-30	W	8.5	O	47.5	
25-Nov-23	UTEP	vs Liberty	REG	L	42-28	W	18	O	55	
31-Aug-24	UTSA	vs Kennesaw State	REG	W	28-16	L	-24	U	48.5	
7-Sep-24	UTSA	@ Texas State	REG	L	49-10	L	2.5	O	58.5	
14-Sep-24	UTSA	@ Texas	REG	L	56-7	L	35.5	O	55.5	
21-Sep-24	UTSA	vs Houston Baptist	REG	W	45-7	W	-35.5	U	54.5	
28-Sep-24	UTSA	@ East Carolina	REG	L	30-20	L	2	U	53.5	
12-Oct-24	UTSA	@ Rice	REG	L	29-27	L	-3.5	O	51	
19-Oct-24	UTSA	vs Florida Atlantic	REG	W	38-24	W	-4.5	O	52.5	
26-Oct-24	UTSA	@ Tulsa	REG	L	46-45	L	-9.5	O	52.5	
2-Nov-24	UTSA	vs Memphis	REG	W	44-36	W	7	O	61.5	
15-Nov-24	UTSA	vs North Texas	REG	W	48-27	W	-1.5	O	73	
22-Nov-24	UTSA	vs Temple	REG	W	51-27	W	-16.5	O	56	
30-Nov-24	UTSA	@ Army	REG	L	29-24	W	6	U	53.5	
23-Dec-24	UTSA	@ Coastal Carolina	PST	W	44-15	W	-12.5	O	56.5	
2-Sep-23	UTSA	@ Houston	REG	L	17-14	L	-2.5	U	59	
9-Sep-23	UTSA	vs Texas State	REG	W	20-13	L	-14	U	66	
15-Sep-23	UTSA	vs Army	REG	L	37-29	L	-7	O	41.5	
23-Sep-23	UTSA	@ Tennessee	REG	L	45-14	L	24	U	59.5	
7-Oct-23	UTSA	@ Temple	REG	W	49-34	W	-14	O	56	
14-Oct-23	UTSA	vs Alabama-Birmingham	REG	W	41-20	W	-9	U	67	
21-Oct-23	UTSA	@ Florida Atlantic	REG	W	36-10	W	-2.5	U	58.5	
28-Oct-23	UTSA	vs East Carolina	REG	W	41-27	L	-18.5	O	48	
4-Nov-23	UTSA	@ North Texas	REG	W	37-29	P	-8	U	70	
11-Nov-23	UTSA	vs Rice	REG	W	34-14	W	-13.5	U	55	
17-Nov-23	UTSA	vs South Florida	REG	W	49-21	W	-14.5	O	66.5	
24-Nov-23	UTSA	@ Tulane	REG	L	29-16	L	3.5	U	53.5	
19-Dec-23	UTSA	@ Marshall	PST	W	35-17	W	-7	O	47	
31-Aug-24	Vanderbilt	vs Virginia Tech	REG	W	34-27	W	13.5	O	49	
7-Sep-24	Vanderbilt	vs Alcorn State	REG	W	55-0	W	-33.5	O	48.5	
14-Sep-24	Vanderbilt	@ Georgia State	REG	L	36-32	L	-8.5	O	44.5	
21-Sep-24	Vanderbilt	@ Missouri	REG	L	30-27	W	17.5	O	52.5	
5-Oct-24	Vanderbilt	vs Alabama	REG	W	40-35	W	23.5	O	53.5	
12-Oct-24	Vanderbilt	@ Kentucky	REG	W	20-13	W	12.5	U	44.5	
19-Oct-24	Vanderbilt	vs Ball State	REG	W	24-14	L	-27.5	U	57.5	
26-Oct-24	Vanderbilt	vs Texas	REG	L	27-24	W	17	U	51.5	
2-Nov-24	Vanderbilt	@ Auburn	REG	W	17-7	W	8	U	48	
9-Nov-24	Vanderbilt	vs South Carolina	REG	L	28-7	L	6	U	44.5	
23-Nov-24	Vanderbilt	@ Louisiana State	REG	L	24-17	W	9.5	U	52.5	
30-Nov-24	Vanderbilt	vs Tennessee	REG	L	36-23	L	9.5	O	47	
27-Dec-24	Vanderbilt	vs Georgia Tech	PST	W	35-27	W	3	O	49	
26-Aug-23	Vanderbilt	vs Hawaii	REG	W	35-28	L	-17	O	54.5	
2-Sep-23	Vanderbilt	vs Alabama A&M	REG	W	47-13	L	-35	O	53.5	
9-Sep-23	Vanderbilt	@ Wake Forest	REG	L	36-20	L	9.5	P	56	
16-Sep-23	Vanderbilt	@ Nevada-Las Vegas	REG	L	40-37	L	-4.5	O	57.5	
23-Sep-23	Vanderbilt	vs Kentucky	REG	L	45-28	L	13.5	O	50	
30-Sep-23	Vanderbilt	vs Missouri	REG	L	38-21	L	14	O	53.5	
7-Oct-23	Vanderbilt	@ Florida	REG	L	38-14	L	18	O	51	
14-Oct-23	Vanderbilt	vs Georgia	REG	L	37-20	W	32.5	O	55	
28-Oct-23	Vanderbilt	@ Mississippi	REG	L	33-7	L	24.5	U	63	
4-Nov-23	Vanderbilt	vs Auburn	REG	L	31-15	L	12.5	U	49.5	
11-Nov-23	Vanderbilt	@ South Carolina	REG	L	47-6	L	13.5	U	54	
25-Nov-23	Vanderbilt	@ Tennessee	REG	L	48-24	W	27	O	57.5	
31-Aug-24	Virginia	vs Richmond	REG	W	34-13	W	-19.5	U	52	
7-Sep-24	Virginia	@ Wake Forest	REG	W	31-30	P	-1	O	55.5	
14-Sep-24	Virginia	vs Maryland	REG	L	27-13	L	-2.5	U	56.5	
21-Sep-24	Virginia	@ Coastal Carolina	REG	W	43-24	W	-3.5	O	52.5	
5-Oct-24	Virginia	vs Boston College	REG	W	24-14	W	-1.5	U	52.5	
12-Oct-24	Virginia	vs Louisville	REG	L	24-20	W	7.5	U	54	
19-Oct-24	Virginia	@ Clemson	REG	L	48-31	W	20.5	O	57.5	
26-Oct-24	Virginia	vs North Carolina	REG	L	41-14	L	-3.5	U	58.5	
9-Nov-24	Virginia	@ Pittsburgh	REG	W	24-19	W	7	U	57.5	
16-Nov-24	Virginia	@ Notre Dame	REG	L	35-14	L	20.5	U	51	
23-Nov-24	Virginia	vs Southern Methodist	REG	L	33-7	L	11.5	U	54.5	
30-Nov-24	Virginia	@ Virginia Tech	REG	L	37-17	L	4.5	O	45	
2-Sep-23	Virginia	@ Tennessee	REG	L	49-13	L	27.5	O	55.5	
9-Sep-23	Virginia	vs James Madison	REG	L	36-35	W	6.5	O	40	
15-Sep-23	Virginia	@ Maryland	REG	L	42-14	L	16	O	48.5	
22-Sep-23	Virginia	vs North Carolina State	REG	L	24-21	W	8	U	47	
30-Sep-23	Virginia	@ Boston College	REG	L	27-24	W	5	P	51	
7-Oct-23	Virginia	vs William & Mary	REG	W	27-13	W	-8.5	U	42	
21-Oct-23	Virginia	@ North Carolina	REG	W	31-27	W	24	P	58	
28-Oct-23	Virginia	@ Miami-FL	REG	L	29-26	W	18.5	O	48	
4-Nov-23	Virginia	vs Georgia Tech	REG	L	45-17	L	-1	O	56.5	
9-Nov-23	Virginia	@ Louisville	REG	L	31-24	W	20	O	50	
18-Nov-23	Virginia	vs Duke	REG	W	30-27	W	3	O	46	
25-Nov-23	Virginia	vs Virginia Tech	REG	L	55-17	L	1	O	53.5	
31-Aug-24	Virginia Tech	@ Vanderbilt	REG	L	34-27	L	-13.5	O	49	
7-Sep-24	Virginia Tech	vs Marshall	REG	W	31-14	L	-21	U	53.5	
14-Sep-24	Virginia Tech	@ Old Dominion	REG	W	37-17	W	-16	O	47.5	
21-Sep-24	Virginia Tech	vs Rutgers	REG	L	26-23	L	-3	O	45	
27-Sep-24	Virginia Tech	@ Miami-FL	REG	L	38-34	W	17.5	O	55.5	
5-Oct-24	Virginia Tech	@ Stanford	REG	W	31-7	W	-9.5	U	49.5	
17-Oct-24	Virginia Tech	vs Boston College	REG	W	42-21	W	-8.5	O	47.5	
26-Oct-24	Virginia Tech	vs Georgia Tech	REG	W	21-6	W	-11	U	52.5	
2-Nov-24	Virginia Tech	@ Syracuse	REG	L	38-31	L	-4	O	53.5	
9-Nov-24	Virginia Tech	vs Clemson	REG	L	24-14	L	5.5	U	54.5	
23-Nov-24	Virginia Tech	@ Duke	REG	L	31-28	L	-2.5	O	45.5	
30-Nov-24	Virginia Tech	vs Virginia	REG	W	37-17	W	-4.5	O	45	
3-Jan-25	Virginia Tech	vs Minnesota	PST	L	24-10	L	10	U	43.5	
2-Sep-23	Virginia Tech	vs Old Dominion	REG	W	36-17	W	-16.5	O	48	
9-Sep-23	Virginia Tech	vs Purdue	REG	L	24-17	L	-1	U	49	
16-Sep-23	Virginia Tech	@ Rutgers	REG	L	35-16	L	6.5	O	37.5	
23-Sep-23	Virginia Tech	@ Marshall	REG	L	24-17	L	6.5	U	43	
30-Sep-23	Virginia Tech	vs Pittsburgh	REG	W	38-21	W	3	O	40.5	
7-Oct-23	Virginia Tech	@ Florida State	REG	L	39-17	W	24	O	52.5	
14-Oct-23	Virginia Tech	vs Wake Forest	REG	W	30-13	W	-1.5	U	48.5	
26-Oct-23	Virginia Tech	vs Syracuse	REG	W	38-10	W	-2.5	O	47.5	
4-Nov-23	Virginia Tech	@ Louisville	REG	L	34-3	L	9	U	46.5	
11-Nov-23	Virginia Tech	@ Boston College	REG	W	48-22	W	-2.5	O	48	
18-Nov-23	Virginia Tech	vs North Carolina State	REG	L	35-28	L	-2.5	O	41	
25-Nov-23	Virginia Tech	@ Virginia	REG	W	55-17	W	-1	O	53.5	
27-Dec-23	Virginia Tech	@ Tulane	PST	W	41-20	W	-13	O	43.5	
29-Aug-24	Wake Forest	vs North Carolina A&T	REG	W	45-13	L	-33.5	O	50.5	
7-Sep-24	Wake Forest	vs Virginia	REG	L	31-30	P	1	O	55.5	
14-Sep-24	Wake Forest	vs Mississippi	REG	L	40-6	L	21	U	66	
28-Sep-24	Wake Forest	vs Louisiana-Lafayette	REG	L	41-38	L	-3	O	60.5	
5-Oct-24	Wake Forest	@ North Carolina State	REG	W	34-30	W	3.5	O	52.5	
12-Oct-24	Wake Forest	vs Clemson	REG	L	49-14	L	21	P	63	
19-Oct-24	Wake Forest	@ Connecticut	REG	W	23-20	W	-2.5	U	55.5	
26-Oct-24	Wake Forest	@ Stanford	REG	W	27-24	P	-3	U	53	
8-Nov-24	Wake Forest	vs California	REG	L	46-36	L	7	O	55.5	
16-Nov-24	Wake Forest	@ North Carolina	REG	L	31-24	W	10.5	U	64	
23-Nov-24	Wake Forest	@ Miami-FL	REG	L	42-14	L	23.5	U	67.5	
30-Nov-24	Wake Forest	vs Duke	REG	L	23-17	L	3.5	U	53.5	
31-Aug-23	Wake Forest	vs Elon	REG	W	37-17	L	-31.5	P	54	
9-Sep-23	Wake Forest	vs Vanderbilt	REG	W	36-20	W	-9.5	P	56	
16-Sep-23	Wake Forest	@ Old Dominion	REG	W	27-24	L	-13.5	U	61	
23-Sep-23	Wake Forest	vs Georgia Tech	REG	L	30-16	L	-3.5	U	59.5	
7-Oct-23	Wake Forest	@ Clemson	REG	L	17-12	W	21	U	53	
14-Oct-23	Wake Forest	@ Virginia Tech	REG	L	30-13	L	1.5	U	48.5	
21-Oct-23	Wake Forest	vs Pittsburgh	REG	W	21-17	W	2.5	U	45	
28-Oct-23	Wake Forest	vs Florida State	REG	L	41-16	L	21	O	53	
2-Nov-23	Wake Forest	@ Duke	REG	L	24-21	W	6.5	O	41	
11-Nov-23	Wake Forest	vs North Carolina State	REG	L	26-6	L	1.5	U	42.5	
18-Nov-23	Wake Forest	@ Notre Dame	REG	L	45-7	L	24	O	47.5	
25-Nov-23	Wake Forest	@ Syracuse	REG	L	35-31	L	1.5	O	43	
31-Aug-24	Washington	vs Weber State	REG	W	35-3	W	-29	U	51.5	
7-Sep-24	Washington	vs Eastern Michigan	REG	W	30-9	L	-25	U	49	
14-Sep-24	Washington	vs Washington State	REG	L	24-19	L	-6	U	54	
21-Sep-24	Washington	vs Northwestern	REG	W	24-5	W	-12	U	42.5	
27-Sep-24	Washington	@ Rutgers	REG	L	21-18	L	1	U	45.5	
5-Oct-24	Washington	vs Michigan	REG	W	27-17	W	-1.5	O	39.5	
12-Oct-24	Washington	@ Iowa	REG	L	40-16	L	3	O	41.5	
26-Oct-24	Washington	@ Indiana	REG	L	31-17	L	5.5	U	54	
2-Nov-24	Washington	vs Southern California	REG	W	26-21	W	2	U	55.5	
9-Nov-24	Washington	@ Penn State	REG	L	35-6	L	13.5	U	47.5	
15-Nov-24	Washington	vs California-Los Angeles	REG	W	31-19	W	-4.5	O	47	
30-Nov-24	Washington	@ Oregon	REG	L	49-21	L	17.5	O	50.5	
31-Dec-24	Washington	vs Louisville	PST	L	35-34	L	-1.5	O	50.5	
2-Sep-23	Washington	vs Boise State	REG	W	56-19	W	-14.5	O	59	
9-Sep-23	Washington	vs Tulsa	REG	W	43-10	L	-34	U	66.5	
16-Sep-23	Washington	@ Michigan State	REG	W	41-7	W	-15	U	57	
23-Sep-23	Washington	vs California	REG	W	59-32	W	-20	O	55.5	
30-Sep-23	Washington	@ Arizona	REG	W	31-24	L	-19.5	U	65.5	
14-Oct-23	Washington	vs Oregon	REG	W	36-33	P	-3	O	67.5	
21-Oct-23	Washington	vs Arizona State	REG	W	15-7	L	-28	U	59.5	
28-Oct-23	Washington	@ Stanford	REG	W	42-33	L	-27.5	O	62	
4-Nov-23	Washington	@ Southern California	REG	W	52-42	W	-3	O	76	
11-Nov-23	Washington	vs Utah	REG	W	35-28	L	-9	O	49	
18-Nov-23	Washington	@ Oregon State	REG	W	22-20	W	1.5	U	62.5	
25-Nov-23	Washington	vs Washington State	REG	W	24-21	L	-14.5	U	65.5	
1-Dec-23	Washington	vs Oregon	REG	W	34-31	W	10	U	65.5	
1-Jan-24	Washington	vs Texas	PST	W	37-31	W	3.5	O	61.5	
8-Jan-24	Washington	@ Michigan	PST	L	34-13	L	5.5	U	55.5	
31-Aug-24	Washington State	vs Portland State	REG	W	70-30	W	-26.5	O	58	
7-Sep-24	Washington State	vs Texas Tech	REG	W	37-16	W	2.5	U	65.5	
14-Sep-24	Washington State	@ Washington	REG	W	24-19	W	6	U	54	
20-Sep-24	Washington State	vs San Jose State	REG	W	54-52	L	-13	O	55.5	
28-Sep-24	Washington State	@ Boise State	REG	L	45-24	L	6.5	O	66.5	
12-Oct-24	Washington State	@ Fresno State	REG	W	25-17	W	-3.5	U	60.5	
19-Oct-24	Washington State	vs Hawaii	REG	W	42-10	W	-18.5	U	55.5	
26-Oct-24	Washington State	@ San Diego State	REG	W	29-26	L	-16.5	U	56.5	
9-Nov-24	Washington State	vs Utah State	REG	W	49-28	W	-20.5	O	68.5	
16-Nov-24	Washington State	@ New Mexico	REG	L	38-35	L	-10.5	O	72.5	
23-Nov-24	Washington State	@ Oregon State	REG	L	41-38	L	-11	O	56.5	
30-Nov-24	Washington State	vs Wyoming	REG	L	15-14	L	-18.5	U	54.5	
27-Dec-24	Washington State	vs Syracuse	PST	L	52-35	W	18.5	O	58.5	
2-Sep-23	Washington State	@ Colorado State	REG	W	50-24	W	-8.5	O	54	
9-Sep-23	Washington State	vs Wisconsin	REG	W	31-22	W	5.5	U	58	
16-Sep-23	Washington State	vs Northern Colorado	REG	W	64-21	L	-46.5	O	55	
23-Sep-23	Washington State	vs Oregon State	REG	W	38-35	W	3	O	57.5	
7-Oct-23	Washington State	@ California-Los Angeles	REG	L	25-17	L	3.5	U	59.5	
14-Oct-23	Washington State	vs Arizona	REG	L	44-6	L	-7.5	U	56.5	
21-Oct-23	Washington State	@ Oregon	REG	L	38-24	W	19.5	O	60.5	
