Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Lo,Last,Season
46,Syracuse (8-5),3.6,0-0,0-1,0-2,45,83,54,2012
47,Arizona (8-5),3.2,1-Jan,3-Jan,0-1,24,73,42,2012
48,Louisiana Tech (9-3),3.1,0-1,0-0,0-1,29,59,48,2012
49,Louisville (11-2),2.4,Jan-00,0-0,Feb-00,42,65,58,2012
50,Pittsburgh (6-7),2.3,0-1,0-0,0-2,39,96,47,2012
51,Virginia Tech (7-6),2.3,0-1,0-1,2-Jan,26,52,52,2012
52,Utah (5-7),2.1,0-0,3-Jan,0-2,21,52,50,2012
53,Arkansas St (10-3),2.1,0-1,0-1,0-0,49,94,49,2012
54,Tennessee (5-7),2.1,0-3,0-1,0-2,26,55,51,2012
55,Rutgers (9-4),1.9,0-0,0-0,Jan-00,32,57,53,2012
56,San Jose St (11-2),1.7,0-0,1-Jan,0-1,53,114,55,2012
57,Miami (7-5),1.2,0-3,0-0,1-Jan,40,68,57,2012
58,Washington (7-6),1.1,0-1,2-Feb,0-1,51,70,56,2012
59,Arkansas (4-8),-0.3,0-2,0-2,0-2,10,77,60,2012
60,SMU (7-6),-0.6,0-1,0-2,0-1,59,97,68,2012
61,San Diego St (9-4),-1.3,0-0,0-1,Jan-00,59,99,59,2012
62,NC State (7-6),-1.5,Jan-00,0-1,0-2,54,71,62,2012
63,Kent St (11-3),-2.1,0-0,0-0,0-1,63,109,64,2012
64,Louisiana (9-4),-2.1,0-2,0-0,0-0,63,102,63,2012
65,Iowa (4-8),-3.1,0-0,0-2,2-Feb,38,68,66,2012
66,UL Monroe (8-5),-3.2,0-0,0-1,0-0,47,101,61,2012
67,Purdue (6-7),-3.9,0-2,0-3,0-1,25,71,65,2012
68,Nevada (7-6),-4.3,0-0,0-0,0-1,43,73,70,2012
69,Toledo (9-4),-4.4,0-0,0-0,2-Jan,55,79,67,2012
70,California (3-9),-4.5,0-1,0-5,Jan-00,42,73,71,2012
71,Ball St (9-4),-4.5,0-0,0-1,0-2,67,97,69,2012
72,Auburn (3-9),-4.5,0-3,0-2,0-3,34,75,73,2012
73,Bowling Green (8-5),-5,0-1,0-0,0-0,59,89,74,2012
74,S Florida (3-9),-5.5,0-1,0-0,0-1,27,76,76,2012
75,W Kentucky (7-6),-5.5,0-1,0-0,0-0,52,99,72,2012
76,UConn (5-7),-5.8,0-0,0-0,0-1,32,85,77,2012
77,Minnesota (6-7),-5.8,0-0,0-3,0-3,75,97,79,2012
78,Ohio (9-4),-6.1,0-0,0-0,Jan-00,44,85,83,2012
79,Duke (6-7),-6.3,0-1,0-2,2-Jan,62,87,78,2012
80,Navy (8-5),-6.7,0-1,0-1,0-1,58,102,75,2012
81,Rice (7-6),-7.4,0-0,0-0,0-1,81,113,84,2012
82,Troy (5-7),-7.6,0-0,0-0,0-1,74,108,80,2012
83,Virginia (4-8),-8,0-0,0-1,2-Jan,75,101,81,2012
84,Indiana (4-8),-8.6,0-0,0-2,0-3,73,107,82,2012
85,Boston College (2-10),-8.7,0-2,0-1,0-2,49,92,85,2012
86,Temple (4-7),-8.8,0-0,0-0,0-2,52,94,87,2012
87,Maryland (4-8),-8.9,0-1,0-1,0-2,81,110,86,2012
88,E Carolina (8-5),-8.9,0-0,0-1,0-2,78,101,88,2012
89,Houston (5-7),-8.9,0-0,0-0,0-1,22,95,89,2012
90,Marshall (5-7),-10,0-0,0-0,0-1,78,105,94,2012
91,Kentucky (2-10),-10.1,0-2,0-1,0-2,64,94,91,2012
92,W Michigan (4-8),-10.4,0-0,0-0,0-1,70,96,95,2012
93,Middle Tenn (8-4),-10.5,0-0,0-0,1-Jan,81,121,93,2012
94,Kansas (1-11),-10.6,0-3,0-3,0-2,81,103,92,2012
95,Washington St (3-9),-11.1,0-1,0-4,0-1,89,105,96,2012
96,N Texas (4-8),-11.5,0-1,0-1,0-0,79,104,97,2012
97,Air Force (6-7),-11.6,0-0,0-1,0-0,68,97,90,2012
98,UTEP (3-9),-11.7,0-1,0-1,0-2,80,101,99,2012
99,Florida Intl (3-9),-11.7,0-0,0-0,0-1,72,106,98,2012
100,Wake Forest (5-7),-13.2,0-2,0-1,1-Jan,77,101,100,2012
101,Illinois (2-10),-13.3,0-0,0-4,0-2,37,101,101,2012
102,C Michigan (7-6),-13.6,0-0,0-0,0-2,90,110,103,2012
103,Wyoming (4-8),-14.1,0-0,0-1,0-1,87,111,102,2012
104,Texas St (4-8),-14.8,0-0,0-0,0-2,57,116,105,2012
105,UTSA (8-4),-14.8,0-0,0-0,0-1,58,115,106,2012
106,Florida Atlantic (3-9),-15.1,0-2,0-0,0-0,102,121,104,2012
107,Buffalo (4-8),-15.2,0-1,0-0,0-1,98,112,107,2012
108,New Mexico (4-9),-15.9,0-0,0-1,0-2,96,124,108,2012
109,Army (2-10),-16.5,0-0,0-0,0-1,71,114,109,2012
110,Miami OH (4-8),-16.9,0-0,0-1,0-2,83,113,111,2012
111,Colorado St (4-8),-17.1,0-0,0-0,0-2,101,119,110,2012
112,Memphis (4-8),-17.1,0-0,0-0,0-1,111,124,112,2012
113,UAB (3-9),-17.3,0-0,0-2,0-1,99,118,113,2012
114,Southern Miss (0-12),-18.1,0-0,0-1,0-2,38,115,114,2012
115,UNLV (2-11),-19.1,0-0,0-0,0-2,103,120,115,2012
116,S Alabama (2-11),-19.6,0-0,0-0,0-1,55,117,116,2012
117,Akron (1-11),-19.9,0-0,0-0,0-2,109,124,119,2012
118,E Michigan (2-10),-20,0-0,0-0,0-2,96,118,118,2012
119,Hawai'i (3-9),-20.2,0-0,0-2,0-1,84,120,117,2012
120,Tulane (2-10),-22.1,0-0,0-0,0-1,114,124,120,2012
121,Colorado (1-11),-24.2,0-1,0-3,0-1,102,122,121,2012
122,Idaho (1-11),-27.9,0-0,0-2,0-2,111,123,122,2012
123,New Mexico St (1-11),-28.1,0-0,0-1,0-1,112,123,123,2012
124,UMass (1-11),-30,0-0,0-1,0-2,56,124,124,2012
1,Florida St (14-0),32.8,Jan-00,Jan-00,Jan-00,1,25,1,2013
2,Oregon (11-2),26.5,0-1,1-Feb,Mar-00,1,4,4,2013
3,Alabama (11-2),25.9,0-1,1-Feb,Feb-00,1,4,2,2013
4,Baylor (11-2),25,0-1,Feb-00,1-Feb,1,30,3,2013
5,Stanford (11-3),20.9,Mar-00,2-Feb,1-Feb,5,15,5,2013
6,Oklahoma St (10-3),19.9,1-Jan,1-Jan,Mar-00,3,20,8,2013
7,Ohio St (12-2),19.9,0-0,2-Jan,Feb-00,5,21,6,2013
8,Arizona St (10-4),19,0-2,May-00,2-Feb,5,19,7,2013
9,Auburn (12-2),18.6,1-Feb,1-Feb,Feb-00,9,42,10,2013
10,Missouri (12-2),18.1,1-Jan,1-Feb,Jan-00,9,33,11,2013
11,South Carolina (11-2),17.3,Jan-00,1-Feb,Mar-00,6,22,15,2013
12,Wisconsin (9-4),17.1,0-2,1-Jan,Jan-00,6,15,9,2013
13,Washington (9-4),17,0-3,1-Feb,Feb-00,8,37,13,2013
14,UCLA (10-3),16.9,0-3,Mar-00,Jan-00,7,33,16,2013
15,Clemson (11-2),16.8,1-Jan,1-Jan,Jan-00,7,25,12,2013
16,LSU (10-3),16,1-Jan,1-Jan,1-Feb,5,16,14,2013
17,Oklahoma (11-2),15.5,1-Feb,Jan-00,1-Feb,5,27,19,2013
18,Texas A&M (9-4),15,0-3,0-1,Feb-00,3,18,17,2013
19,Georgia (8-5),13.6,0-2,1-Feb,Jan-00,9,23,18,2013
20,Michigan St (13-1),13.2,Feb-00,0-0,1-Feb,19,54,20,2013
21,USC (10-4),13.1,1-Jan,1-Jan,1-Mar,18,37,21,2013
22,Louisville (12-1),12.6,0-0,0-0,1-Jan,9,47,23,2013
23,Kansas St (8-5),11.1,0-2,0-1,1-Feb,18,51,27,2013
24,Arizona (8-5),11,1-Jan,0-3,Jan-00,19,41,26,2013
25,BYU (8-5),10.7,0-0,0-2,2-Apr,15,36,22,2013
26,Mississippi (8-5),10.4,0-3,1-Jan,1-Feb,21,39,28,2013
27,Georgia Tech (7-6),10.3,0-0,0-3,2-Jan,10,34,24,2013
28,Texas (8-5),10.1,0-3,1-Feb,1-Jan,8,41,25,2013
29,Notre Dame (9-4),9.1,1-Jan,1-Mar,0-1,13,44,29,2013
30,Utah St (9-5),9.1,0-0,0-2,0-2,18,42,30,2013
31,UCF (12-1),8.9,Jan-00,1-Jan,0-0,26,46,37,2013
32,Oregon St (7-6),8.9,0-3,0-2,Feb-00,15,48,33,2013
33,Mississippi St (7-6),8.6,0-3,0-3,Jan-00,20,44,38,2013
34,Utah (5-7),7.7,2-Jan,3-Jan,1-Jan,22,38,35,2013
35,Boise St (8-5),7.5,0-0,0-2,1-Jan,26,50,31,2013
36,Michigan (7-6),7.2,0-1,0-2,1-Jan,6,41,32,2013
37,Texas Tech (8-5),7,2-Jan,0-2,0-1,21,46,46,2013
38,North Carolina (7-6),6.8,0-0,0-1,0-2,36,64,42,2013
39,Iowa (8-5),6.5,0-1,0-3,Jan-00,39,70,40,2013
40,Miami (9-4),6,0-1,0-1,Feb-00,16,48,34,2013
41,Florida (4-8),6,0-2,0-3,0-1,7,44,41,2013
42,Virginia Tech (8-5),5.9,0-1,0-1,Mar-00,28,42,36,2013
43,TCU (4-8),5.6,0-2,0-3,0-2,11,48,44,2013
44,Houston (8-5),5.3,0-0,0-2,0-1,37,94,39,2013
45,Nebraska (9-4),5,0-0,2-Jan,1-Jan,14,51,47,2013
46,Bowling Green (10-4),4.9,0-0,0-0,0-1,43,82,43,2013
47,Fresno St (11-2),4.3,0-0,0-1,Feb-00,41,66,45,2013
48,Vanderbilt (9-4),4.1,0-1,2-Jan,0-1,42,58,52,2013
49,Duke (10-4),3.7,0-1,0-1,1-Feb,48,93,50,2013
50,Marshall (10-4),3.5,0-0,0-0,0-0,44,104,48,2013
51,N Illinois (12-2),3.2,0-0,0-0,1-Jan,36,58,49,2013
52,E Carolina (10-3),2.6,0-0,0-0,Jan-00,46,97,54,2013
53,Washington St (6-7),2.4,0-4,1-Feb,1-Jan,43,90,53,2013
54,Navy (9-4),2,0-0,0-0,0-1,45,70,55,2013
55,Cincinnati (9-4),1.8,0-0,0-1,0-1,26,62,51,2013
56,N Texas (9-4),1.2,0-0,0-1,0-0,55,92,58,2013
57,Penn St (7-5),1.1,0-1,Jan-00,1-Jan,35,64,56,2013
58,Pittsburgh (7-6),1,0-1,0-0,3-Jan,50,69,59,2013
59,Tennessee (5-7),0.6,0-4,1-Jan,0-0,37,60,60,2013
60,Minnesota (8-5),0.6,0-0,0-2,0-2,53,78,57,2013
61,Northwestern (5-7),0.1,0-1,0-2,0-2,28,62,61,2013
62,Indiana (5-7),0,0-2,0-2,0-1,46,76,62,2013
63,Ball St (10-3),-1.6,0-0,0-0,0-0,56,89,63,2013
64,Boston College (7-6),-1.9,0-1,0-3,0-1,62,93,64,2013
65,Colorado St (8-6),-1.9,0-1,0-0,0-2,64,109,67,2013
66,Maryland (7-6),-2.3,0-1,0-1,0-0,37,71,66,2013
67,Syracuse (7-6),-2.5,0-1,0-1,0-1,46,72,69,2013
68,Toledo (7-5),-2.6,0-1,0-0,0-0,59,78,68,2013
69,Rice (10-4),-3.1,0-0,0-1,0-1,63,89,65,2013
70,Arkansas (3-9),-3.6,0-2,0-3,0-2,31,78,71,2013
71,West Virginia (4-8),-4.3,1-Jan,0-2,0-2,60,82,72,2013
72,Louisiana (9-4),-4.5,0-0,0-1,0-0,50,89,73,2013
73,Iowa St (3-9),-5,0-2,0-2,0-3,48,89,74,2013
74,W Kentucky (8-4),-5,0-0,0-0,0-0,71,96,75,2013
75,Buffalo (8-5),-5.1,0-2,0-0,0-0,67,115,70,2013
76,Arkansas St (8-5),-5.7,0-2,0-0,0-0,53,86,81,2013
77,San Diego St (8-5),-5.8,0-1,0-0,1-Jan,47,98,85,2013
78,San Jose St (6-6),-6,0-1,0-0,0-1,74,95,76,2013
79,Illinois (4-8),-6.3,0-1,0-3,0-0,54,102,77,2013
80,S Alabama (6-6),-6.3,0-0,0-0,0-0,80,116,82,2013
81,Florida Atlantic (6-6),-6.4,0-1,0-0,0-1,74,117,78,2013
82,UTSA (7-5),-6.5,0-1,0-1,0-0,73,100,80,2013
83,Nevada (4-8),-6.7,0-1,0-2,0-1,55,92,83,2013
84,Wake Forest (4-8),-6.8,0-1,0-1,0-1,74,105,84,2013
85,Middle Tenn (8-5),-6.8,0-0,0-1,0-1,76,97,79,2013
86,Kentucky (2-10),-7.3,0-2,0-3,0-1,66,88,86,2013
87,Rutgers (6-7),-7.5,0-0,0-1,0-2,54,93,87,2013
88,SMU (5-7),-7.7,0-0,0-1,0-2,66,96,88,2013
89,NC State (3-9),-8.2,0-1,0-1,0-1,55,89,89,2013
90,Tulane (7-6),-8.3,0-0,0-0,0-0,90,121,90,2013
91,Temple (2-10),-8.6,0-0,0-1,0-2,61,102,92,2013
92,UNLV (7-6),-9.4,0-0,0-1,0-1,91,117,91,2013
93,Colorado (4-8),-9.4,0-2,0-4,0-2,87,106,94,2013
94,Virginia (2-10),-9.7,0-1,1-Jan,0-3,64,94,93,2013
95,Memphis (3-9),-10.4,0-0,0-1,0-1,78,112,95,2013
96,Troy (6-6),-10.5,0-0,0-0,0-2,62,100,96,2013
97,UConn (3-9),-11.2,0-0,0-1,0-2,56,111,97,2013
98,Ohio (7-6),-11.6,0-0,0-1,0-0,70,111,98,2013
99,Hawai'i (1-11),-12.1,0-0,0-1,0-2,87,104,100,2013
100,Kent St (4-8),-12.2,0-0,0-1,0-0,84,110,99,2013
101,California (1-11),-12.3,0-3,0-4,0-1,58,104,104,2013
102,Tulsa (3-9),-12.4,0-0,0-1,0-0,45,104,101,2013
103,UL Monroe (6-6),-12.4,0-1,0-1,0-0,75,109,102,2013
104,Kansas (3-9),-12.5,0-2,0-2,0-2,77,104,103,2013
105,Wyoming (5-7),-13.6,0-0,0-0,0-2,55,108,105,2013
106,S Florida (2-10),-13.6,0-0,0-2,0-2,66,116,106,2013
107,Army (3-9),-15.1,0-1,0-0,0-0,96,108,107,2013
108,Texas St (6-6),-16,0-0,0-0,0-1,80,110,108,2013
109,New Mexico (3-9),-16.7,0-0,0-0,0-2,103,116,109,2013
110,Akron (5-7),-16.8,0-0,0-0,0-2,109,124,110,2013
111,C Michigan (6-6),-17.6,0-0,0-0,0-1,111,122,111,2013
112,Purdue (1-11),-17.6,0-1,0-2,0-2,83,114,112,2013
113,Air Force (2-10),-18.5,0-0,0-0,0-3,68,114,113,2013
114,Louisiana Tech (4-8),-18.6,0-0,0-0,0-0,80,114,114,2013
115,UAB (2-10),-23.3,0-0,0-1,0-0,101,116,115,2013
116,W Michigan (1-11),-23.7,0-0,0-1,0-1,90,120,116,2013
117,UTEP (2-10),-24,0-0,0-1,0-0,101,117,117,2013
118,Georgia St (0-12),-25,0-1,0-0,0-0,113,125,118,2013
119,UMass (1-11),-27,0-0,0-2,0-0,117,123,119,2013
120,Southern Miss (1-11),-27.6,0-0,0-0,0-1,105,124,120,2013
121,Idaho (1-11),-29.4,0-1,0-0,0-1,119,124,121,2013
122,New Mexico St (2-10),-30.2,0-0,0-1,0-1,122,125,122,2013
123,Miami OH (0-12),-30.5,0-0,0-0,0-0,120,125,123,2013
124,Florida Intl (1-11),-31,0-0,0-1,0-1,100,125,124,2013
125,E Michigan (2-10),-31.7,0-0,0-0,0-0,118,125,125,2013
1,Oregon (13-2),26.8,1-Jan,1-Apr,Feb-00,1,9,1,2014
2,TCU (12-1),26.2,1-Jan,Feb-00,Jan-00,2,39,3,2014
3,Alabama (12-2),25.7,2-Feb,Apr-00,Mar-00,1,11,2,2014
4,Ohio St (14-1),25.1,Mar-00,Jan-00,0-0,4,32,5,2014
5,Baylor (11-2),22.7,1-Jan,Feb-00,0-1,1,9,4,2014
6,Georgia (10-3),22.5,Feb-00,2-Jan,1-Mar,4,15,6,2014
7,Michigan St (11-2),20.3,2-Jan,0-0,Jan-00,7,27,8,2014
8,Auburn (8-5),18.8,2-Feb,3-Feb,Jan-00,1,9,9,2014
9,Mississippi (9-4),18.4,3-Jan,1-Feb,Mar-00,2,21,7,2014
10,Arkansas (7-6),16.9,3-Jan,2-Jan,0-1,10,50,14,2014
11,Mississippi St (10-3),16.9,2-Feb,1-Feb,0-0,7,29,11,2014
12,USC (9-4),16.5,0-0,2-Feb,1-Feb,3,18,13,2014
13,Oklahoma (8-5),16.2,0-2,0-2,Feb-00,1,16,10,2014
14,Kansas St (9-4),16.1,0-3,1-Jan,Jan-00,12,38,12,2014
15,Stanford (8-5),15.5,0-1,2-Jan,2-Jan,8,27,18,2014
16,UCLA (10-3),15.4,0-1,1-Apr,1-Feb,9,24,17,2014
17,LSU (8-5),15,3-Jan,1-Mar,0-1,10,17,15,2014
18,Georgia Tech (11-3),14.7,Jan-00,1-Feb,1-Jan,18,63,20,2014
19,Wisconsin (11-3),14.6,1-Jan,0-1,Jan-00,7,25,19,2014
20,Florida St (13-1),14.2,0-1,Mar-00,Mar-00,1,20,16,2014
21,Clemson (10-3),13.9,0-1,2-Jan,Feb-00,14,40,25,2014
22,Arizona St (10-3),12.9,0-0,2-Feb,Apr-00,15,37,21,2014
23,Texas A&M (8-5),12.1,2-Feb,0-2,1-Feb,1,25,24,2014
24,Arizona (10-4),11.8,1-Jan,2-Jan,1-Feb,10,31,22,2014
25,Florida (7-5),11.8,1-Jan,0-2,2-Jan,7,31,23,2014
26,Missouri (11-3),11.4,2-Jan,Feb-00,Feb-00,18,52,27,2014
27,Utah (9-4),11.2,0-1,2-Mar,0-0,16,32,31,2014
28,Marshall (13-1),11.1,0-0,0-0,0-0,20,68,29,2014
29,Nebraska (9-4),10.5,0-1,0-2,Jan-00,11,40,28,2014
30,West Virginia (7-6),9.9,2-Jan,0-3,0-0,26,51,26,2014
31,Boise St (12-2),9.3,0-1,Jan-00,Jan-00,31,57,32,2014
32,Louisville (9-4),9.2,0-1,0-2,Feb-00,28,46,30,2014
33,Tennessee (7-6),8.8,0-3,0-2,1-Jan,23,54,33,2014
34,Notre Dame (8-5),8.2,0-0,3-Feb,0-1,8,36,35,2014
35,South Carolina (7-6),7.7,1-Jan,2-Jan,2-Jan,13,45,36,2014
36,Washington (8-6),7.2,0-1,0-4,0-0,18,61,34,2014
37,Memphis (10-3),7.2,0-1,0-1,Jan-00,35,89,38,2014
38,Miami (6-7),6.9,0-0,0-2,3-Jan,30,67,37,2014
39,BYU (8-5),5.6,0-0,0-0,0-2,6,41,40,2014
40,Duke (9-4),5.4,0-0,1-Jan,0-1,35,61,42,2014
41,Texas (6-7),5.4,0-3,0-3,1-Jan,20,44,39,2014
42,Louisiana Tech (9-5),4.9,0-1,0-1,0-1,42,110,43,2014
43,Minnesota (8-5),4.8,0-2,0-1,1-Jan,41,77,41,2014
44,Virginia Tech (7-6),4.8,Jan-00,0-1,1-Jan,26,67,45,2014
45,Boston College (7-6),3.4,0-0,2-Jan,0-1,44,71,46,2014
46,Cincinnati (9-4),2.9,0-1,0-0,0-2,41,76,44,2014
47,Michigan (5-7),2.7,0-2,0-0,0-2,21,60,52,2014
48,Pittsburgh (6-7),2.6,0-0,0-1,1-Jan,25,64,49,2014
49,UCF (9-4),2.6,0-0,0-0,1-Jan,38,60,47,2014
50,Oklahoma St (7-6),2.5,0-2,2-Jan,1-Jan,17,63,54,2014
51,Penn St (7-6),2.5,0-2,0-0,0-0,35,55,55,2014
52,California (5-7),2.2,0-1,0-4,0-2,44,72,51,2014
53,Iowa (7-6),2.2,0-0,0-1,0-2,27,72,48,2014
54,Virginia (5-7),2.2,0-0,0-3,2-Feb,51,82,53,2014
55,E Carolina (8-5),2.1,0-0,0-1,0-1,35,73,56,2014
56,Maryland (7-6),1.3,0-2,0-2,0-1,34,57,57,2014
57,Houston (8-5),0.8,0-0,0-0,1-Jan,42,87,58,2014
58,Colorado St (10-3),0.8,0-0,0-0,0-2,45,78,50,2014
59,NC State (8-5),0.3,0-0,0-3,0-1,54,84,63,2014
60,Utah St (10-4),0.2,0-0,0-0,2-Jan,49,90,59,2014
61,Washington St (3-9),-0.2,0-1,0-4,1-Jan,42,83,62,2014
62,Kentucky (5-7),-0.3,0-1,0-3,3-Jan,47,75,61,2014
63,Oregon St (5-7),-0.5,0-1,2-Jan,0-2,28,66,64,2014
64,Navy (8-5),-0.5,0-1,0-0,0-1,42,70,66,2014
65,Georgia So (9-3),-0.6,0-0,0-1,0-0,48,101,65,2014
66,North Carolina (6-7),-1,0-0,1-Jan,2-Jan,33,71,60,2014
67,Northwestern (5-7),-1,0-0,Jan-00,1-Jan,46,74,67,2014
68,Rutgers (8-5),-1.5,0-2,0-1,0-1,47,85,72,2014
69,Temple (6-6),-1.6,0-0,0-0,0-1,28,77,68,2014
70,W Kentucky (8-5),-3.1,0-0,0-0,Jan-00,37,86,71,2014
71,Nevada (7-6),-3.1,0-0,0-1,1-Jan,57,92,69,2014
72,N Illinois (11-3),-3.4,0-1,0-0,0-1,30,83,70,2014
73,Toledo (9-4),-3.6,0-0,0-0,0-1,57,82,77,2014
74,Texas Tech (4-8),-3.6,0-3,0-2,0-1,40,82,73,2014
75,San Diego St (7-6),-3.9,0-0,0-0,0-1,62,83,74,2014
76,Colorado (2-10),-4.8,0-1,0-4,0-2,74,105,76,2014
77,Syracuse (3-9),-4.9,0-0,0-2,0-3,59,103,79,2014
78,Air Force (10-3),-5,0-0,0-0,Jan-00,76,110,80,2014
79,Arkansas St (7-6),-5.3,0-0,0-0,0-2,67,96,75,2014
80,Indiana (4-8),-5.5,0-2,0-0,Jan-00,58,84,82,2014
81,Louisiana (9-4),-5.6,0-1,0-0,0-1,54,101,84,2014
82,W Michigan (8-5),-5.8,0-0,0-0,0-0,71,121,78,2014
83,Rice (8-5),-5.9,0-0,0-1,0-2,73,102,86,2014
84,Illinois (6-7),-6.2,0-1,0-1,0-2,72,96,81,2014
85,UAB (6-6),-6.3,0-1,0-1,0-1,73,123,83,2014
86,Iowa St (2-10),-8.2,0-2,0-2,0-1,51,114,87,2014
87,Fresno St (6-8),-8.4,0-0,0-1,0-4,65,98,85,2014
88,App State (7-5),-8.7,0-0,0-0,0-0,86,118,88,2014
89,Middle Tenn (6-6),-8.8,0-0,0-0,0-3,61,106,89,2014
90,Purdue (3-9),-9.1,0-1,0-1,0-2,83,116,90,2014
91,C Michigan (7-6),-10,0-0,0-0,0-0,86,116,94,2014
92,Texas St (7-5),-10.3,0-0,0-0,0-0,59,119,91,2014
93,Kansas (3-9),-10.5,0-2,0-2,0-2,90,116,92,2014
94,UTEP (7-6),-10.6,0-0,0-1,0-0,93,118,93,2014
95,Vanderbilt (3-9),-11,0-2,0-2,0-3,59,113,95,2014
96,Bowling Green (8-6),-11.5,0-0,0-1,0-0,63,98,98,2014
97,Wake Forest (3-9),-11.5,0-0,0-2,0-2,89,105,97,2014
98,S Alabama (6-7),-11.9,0-0,0-1,0-1,76,108,96,2014
99,Ball St (5-7),-12.1,0-0,0-0,0-0,84,108,99,2014
100,Hawai'i (4-9),-12.6,0-0,0-0,0-1,72,107,100,2014
101,UL Monroe (4-8),-12.7,0-0,0-2,0-0,87,118,101,2014
102,S Florida (4-8),-12.8,0-0,0-1,0-1,81,110,102,2014
103,Florida Atlantic (3-9),-13,0-1,0-0,0-2,88,116,103,2014
104,UTSA (4-8),-13.1,0-0,0-1,0-0,33,106,104,2014
105,Old Dominion (6-6),-13.2,0-0,0-0,0-1,89,116,107,2014
106,N Texas (4-8),-13.2,0-0,0-0,0-0,74,108,106,2014
107,Akron (5-7),-13.4,0-0,0-0,0-1,78,115,108,2014
108,San Jose St (3-9),-13.8,0-1,0-0,0-0,74,108,105,2014
109,Tulane (3-9),-13.9,0-0,0-1,0-2,88,116,109,2014
110,Florida Intl (4-8),-14,0-0,0-0,0-2,100,126,111,2014
111,Buffalo (5-6),-14,0-1,0-0,0-0,92,118,110,2014
112,Wyoming (4-8),-14.4,0-2,0-0,0-1,97,119,112,2014
113,Ohio (6-6),-14.7,0-0,0-0,0-1,85,117,114,2014
114,New Mexico (4-8),-14.8,0-0,0-1,0-1,108,120,113,2014
115,Tulsa (2-10),-16,0-0,0-1,0-1,76,117,115,2014
116,Army (4-8),-17.5,0-0,0-1,0-0,97,121,116,2014
117,UMass (3-9),-17.8,0-0,0-0,0-0,113,126,118,2014
118,Kent St (2-9),-18,0-1,0-0,0-0,83,122,119,2014
119,UConn (2-10),-18,0-0,0-0,0-3,84,119,117,2014
120,Miami OH (2-10),-19,0-0,0-0,0-1,117,126,120,2014
121,Southern Miss (3-9),-19.3,0-1,0-1,0-1,115,126,121,2014
122,UNLV (2-11),-20.1,0-0,0-1,0-1,104,123,122,2014
123,Idaho (1-10),-22.2,0-0,0-0,0-0,112,125,123,2014
124,Troy (3-9),-22.5,0-1,0-0,0-1,112,128,124,2014
125,SMU (1-11),-24.6,0-2,0-1,0-1,78,127,125,2014
126,New Mexico St (2-10),-26.8,0-0,0-1,0-0,122,128,126,2014
127,Georgia St (1-11),-28.4,0-0,0-1,0-1,124,128,127,2014
128,E Michigan (2-10),-31.3,0-1,0-1,0-0,125,128,128,2014
1,Alabama (14-1),26.5,1-Feb,Jun-00,Mar-00,1,3,2,2015
2,Oklahoma (11-2),24.6,1-Mar,Jan-00,Jan-00,1,15,1,2015
3,Ohio St (12-1),22.3,Jan-00,1-Jan,0-0,1,11,3,2015
4,Clemson (14-1),21.6,1-Feb,Feb-00,Feb-00,2,21,4,2015
5,Mississippi (10-3),20.1,Jan-00,1-Feb,2-Mar,1,19,7,2015
6,Baylor (10-3),19.7,0-2,Feb-00,Jan-00,1,11,5,2015
7,Stanford (12-2),19.3,Jan-00,Apr-00,1-Feb,6,28,6,2015
8,TCU (11-2),16.9,1-Jan,Jan-00,1-Jan,3,11,8,2015
9,Tennessee (9-4),16.8,0-2,1-Jan,0-1,9,24,14,2015
10,Notre Dame (10-3),16.4,0-3,Jan-00,Feb-00,5,16,9,2015
11,LSU (9-3),16,0-2,1-Jan,Apr-00,7,19,16,2015
12,Michigan (10-3),16,0-1,0-2,Feb-00,5,37,15,2015
13,USC (8-6),15.8,0-3,2-Feb,1-Jan,3,13,12,2015
14,North Carolina (11-3),15.3,0-2,0-0,Jan-00,11,43,11,2015
15,Mississippi St (9-4),15,0-2,1-Jan,1-Jan,15,24,18,2015
16,Florida St (10-3),14.8,0-1,0-0,2-Feb,10,21,10,2015
17,Arkansas (8-5),14.2,1-Feb,1-Jan,2-Jan,11,38,20,2015
18,Michigan St (12-2),13.6,1-Jan,Jan-00,Feb-00,7,35,13,2015
19,Washington (7-6),13.3,0-1,2-Jan,0-2,18,51,21,2015
20,Utah (10-3),12.4,0-0,2-Feb,Mar-00,9,32,23,2015
21,West Virginia (8-5),12.2,0-3,0-0,0-1,11,27,19,2015
22,Wisconsin (10-3),11.8,0-1,Jan-00,0-1,12,27,24,2015
23,Boise St (9-4),11.5,0-0,Jan-00,0-1,8,37,36,2015
24,UCLA (8-5),11.5,0-1,1-Jan,Feb-00,8,27,22,2015
25,Georgia (10-3),11.4,0-2,0-0,1-Feb,4,28,27,2015
26,Oklahoma St (10-3),11.1,3-Jan,Jan-00,0-0,11,41,17,2015
27,Oregon (9-4),11,1-Jan,2-Feb,Jan-00,5,59,26,2015
28,Houston (13-1),10.9,0-0,Jan-00,Mar-00,22,75,30,2015
29,California (8-5),10.8,0-1,3-Jan,0-1,21,45,31,2015
30,Texas A&M (8-5),10.4,0-2,1-Feb,0-2,8,34,29,2015
31,Florida (10-4),9.9,1-Feb,3-Jan,0-0,13,36,25,2015
32,W Kentucky (12-2),9.8,0-0,0-1,0-0,31,70,33,2015
